geography_type,geography,time_end,estimate,lci,uci,sample_size
admin1,Hawaii,2018-12-01,0.343,0.325,0.361,6120
admin1,Hawaii,2019-01-01,0.403,0.385,0.421,6196
admin1,Hawaii,2019-02-01,0.44,0.422,0.458,6196
admin1,Hawaii,2019-03-01,0.457,0.439,0.475,6196
admin1,Hawaii,2019-04-01,0.467,0.447,0.487,6196
admin1,Hawaii,2019-05-01,0.468,0.448,0.488,6196
admin1,Hawaii,2019-07-01,0.009,0.005,0.013,6196
admin1,Hawaii,2019-08-01,0.04,0.034,0.046,6196
admin1,Hawaii,2019-09-01,0.136,0.124,0.148,6196
admin1,Hawaii,2019-10-01,0.256,0.242,0.27,6196
admin1,Hawaii,2019-11-01,0.329,0.313,0.345,6196
admin1,Hawaii,2019-12-01,0.364,0.348,0.38,6196
admin1,Hawaii,2020-01-01,0.467,0.449,0.485,5884
admin1,Hawaii,2020-02-01,0.486,0.466,0.506,5884
admin1,Hawaii,2020-03-01,0.507,0.487,0.527,5884
admin1,Hawaii,2020-04-01,0.523,0.501,0.545,5884
admin1,Hawaii,2020-05-01,0.528,0.506,0.55,5884
admin1,Hawaii,2020-07-01,0.004,0.002,0.006,5884
admin1,Hawaii,2020-08-01,0.035,0.029,0.041,5884
admin1,Hawaii,2020-09-01,0.166,0.154,0.178,5884
admin1,Hawaii,2020-10-01,0.319,0.303,0.335,5884
admin1,Hawaii,2020-11-01,0.404,0.386,0.422,5884
admin1,Hawaii,2020-12-01,0.44,0.422,0.458,5884
admin1,Hawaii,2021-01-01,0.469,0.449,0.489,5132
admin1,Hawaii,2021-02-01,0.49,0.47,0.51,5132
admin1,Hawaii,2021-03-01,0.51,0.488,0.532,5132
admin1,Hawaii,2021-04-01,0.533,0.509,0.557,5132
admin1,Hawaii,2021-05-01,0.537,0.513,0.561,5132
admin1,Hawaii,2021-07-01,0.01,0.006,0.014,5132
admin1,Hawaii,2021-08-01,0.038,0.03,0.046,5132
admin1,Hawaii,2021-09-01,0.162,0.148,0.176,5132
admin1,Hawaii,2021-10-01,0.306,0.288,0.324,5132
admin1,Hawaii,2021-11-01,0.387,0.367,0.407,5132
admin1,Hawaii,2021-12-01,0.431,0.411,0.451,5132
admin1,Hawaii,2022-01-01,0.429,0.409,0.449,5518
admin1,Hawaii,2022-02-01,0.453,0.433,0.473,5518
admin1,Hawaii,2022-03-01,0.477,0.455,0.499,5518
admin1,Hawaii,2022-04-01,0.483,0.461,0.505,5518
admin1,Hawaii,2022-05-01,0.494,0.472,0.516,5518
admin1,Hawaii,2022-07-01,0.012,0.008,0.016,5518
admin1,Hawaii,2022-08-01,0.032,0.026,0.038,5518
admin1,Hawaii,2022-09-01,0.139,0.127,0.151,5518
admin1,Hawaii,2022-10-01,0.278,0.262,0.294,5518
admin1,Hawaii,2022-11-01,0.354,0.336,0.372,5518
admin1,Hawaii,2022-12-01,0.387,0.367,0.407,5518
admin1,Idaho,2009-01-01,0.34,0.322,0.358,6577
admin1,Idaho,2009-02-01,0.346,0.328,0.364,6577
admin1,Idaho,2009-03-01,0.349,0.331,0.367,6577
admin1,Idaho,2009-04-01,0.35,0.332,0.368,6577
admin1,Idaho,2009-05-01,0.35,0.332,0.368,6577
admin1,Idaho,2009-09-01,0.067,0.058,0.076,6577
admin1,Idaho,2009-10-01,0.214,0.201,0.227,6577
admin1,Idaho,2009-11-01,0.302,0.286,0.318,6577
admin1,Idaho,2009-12-01,0.324,0.306,0.342,6577
admin1,Idaho,2010-01-01,0.338,0.314,0.362,4659
admin1,Idaho,2010-02-01,0.345,0.321,0.369,4659
admin1,Idaho,2010-03-01,0.347,0.323,0.371,4659
admin1,Idaho,2010-04-01,0.351,0.326,0.376,4659
admin1,Idaho,2010-05-01,0.351,0.326,0.376,4659
admin1,Idaho,2010-08-01,0.005,0.003,0.007,4659
admin1,Idaho,2010-09-01,0.036,0.03,0.042,4659
admin1,Idaho,2010-10-01,0.202,0.184,0.22,4659
admin1,Idaho,2010-11-01,0.306,0.284,0.328,4659
admin1,Idaho,2010-12-01,0.324,0.3,0.348,4659
admin1,Idaho,2011-01-01,0.299,0.275,0.323,4884
admin1,Idaho,2011-02-01,0.31,0.285,0.335,4884
admin1,Idaho,2011-03-01,0.314,0.289,0.339,4884
admin1,Idaho,2011-04-01,0.314,0.289,0.339,4884
admin1,Idaho,2011-05-01,0.314,0.289,0.339,4884
admin1,Idaho,2011-09-01,0.041,0.031,0.051,4884
admin1,Idaho,2011-10-01,0.189,0.167,0.211,4884
admin1,Idaho,2011-11-01,0.262,0.238,0.286,4884
admin1,Idaho,2011-12-01,0.288,0.264,0.312,4884
admin1,Idaho,2012-01-01,0.335,0.313,0.357,4229
admin1,Idaho,2012-02-01,0.351,0.327,0.375,4229
admin1,Idaho,2012-03-01,0.352,0.328,0.376,4229
admin1,Idaho,2012-04-01,0.355,0.331,0.379,4229
admin1,Idaho,2012-05-01,0.355,0.331,0.379,4229
admin1,Idaho,2012-08-01,0.005,0.003,0.007,4229
admin1,Idaho,2012-09-01,0.047,0.039,0.055,4229
admin1,Idaho,2012-10-01,0.188,0.172,0.204,4229
admin1,Idaho,2012-11-01,0.271,0.251,0.291,4229
admin1,Idaho,2012-12-01,0.305,0.283,0.327,4229
admin1,Idaho,2013-01-01,0.336,0.316,0.356,4811
admin1,Idaho,2013-02-01,0.344,0.324,0.364,4811
admin1,Idaho,2013-03-01,0.348,0.328,0.368,4811
admin1,Idaho,2013-04-01,0.352,0.33,0.374,4811
admin1,Idaho,2013-05-01,0.353,0.331,0.375,4811
admin1,Idaho,2013-07-01,0.001,0.001,0.001,4811
admin1,Idaho,2013-08-01,0.008,0.004,0.012,4811
admin1,Idaho,2013-09-01,0.057,0.049,0.065,4811
admin1,Idaho,2013-10-01,0.219,0.203,0.235,4811
admin1,Idaho,2013-11-01,0.295,0.277,0.313,4811
admin1,Idaho,2013-12-01,0.317,0.297,0.337,4811
admin1,Idaho,2014-01-01,0.373,0.349,0.397,3969
admin1,Idaho,2014-02-01,0.381,0.357,0.405,3969
admin1,Idaho,2014-03-01,0.385,0.361,0.409,3969
admin1,Idaho,2014-04-01,0.394,0.369,0.419,3969
admin1,Idaho,2014-05-01,0.394,0.369,0.419,3969
admin1,Idaho,2014-08-01,0.009,0.005,0.013,3969
admin1,Idaho,2014-09-01,0.067,0.055,0.079,3969
admin1,Idaho,2014-10-01,0.244,0.224,0.264,3969
admin1,Idaho,2014-11-01,0.33,0.308,0.352,3969
admin1,Idaho,2014-12-01,0.351,0.329,0.373,3969
admin1,Idaho,2015-01-01,0.35,0.328,0.372,4383
admin1,Idaho,2015-02-01,0.366,0.344,0.388,4383
admin1,Idaho,2015-03-01,0.368,0.346,0.39,4383
admin1,Idaho,2015-04-01,0.371,0.349,0.393,4383
admin1,Idaho,2015-05-01,0.371,0.349,0.393,4383
admin1,Idaho,2015-08-01,0.007,0.003,0.011,4383
admin1,Idaho,2015-09-01,0.059,0.051,0.067,4383
admin1,Idaho,2015-10-01,0.224,0.208,0.24,4383
admin1,Idaho,2015-11-01,0.303,0.285,0.321,4383
admin1,Idaho,2015-12-01,0.326,0.306,0.346,4383
admin1,Idaho,2016-01-01,0.347,0.325,0.369,4203
admin1,Idaho,2016-02-01,0.359,0.337,0.381,4203
admin1,Idaho,2016-03-01,0.364,0.34,0.388,4203
admin1,Idaho,2016-04-01,0.365,0.341,0.389,4203
admin1,Idaho,2016-05-01,0.371,0.346,0.396,4203
admin1,Idaho,2016-09-01,0.059,0.049,0.069,4203
admin1,Idaho,2016-10-01,0.221,0.203,0.239,4203
admin1,Idaho,2016-11-01,0.305,0.285,0.325,4203
admin1,Idaho,2016-12-01,0.328,0.306,0.35,4203
admin1,Idaho,2017-01-01,0.306,0.281,0.331,2709
admin1,Idaho,2017-02-01,0.324,0.299,0.349,2709
admin1,Idaho,2017-03-01,0.331,0.304,0.358,2709
admin1,Idaho,2017-04-01,0.333,0.306,0.36,2709
admin1,Idaho,2017-05-01,0.333,0.306,0.36,2709
admin1,Idaho,2017-08-01,0.011,0.005,0.017,2709
admin1,Idaho,2017-09-01,0.057,0.047,0.067,2709
admin1,Idaho,2017-10-01,0.195,0.175,0.215,2709
admin1,Idaho,2017-11-01,0.266,0.242,0.29,2709
admin1,Idaho,2017-12-01,0.29,0.265,0.315,2709
admin1,Idaho,2018-01-01,0.384,0.351,0.417,2111
admin1,Idaho,2018-02-01,0.399,0.366,0.432,2111
admin1,Idaho,2018-03-01,0.411,0.378,0.444,2111
admin1,Idaho,2018-04-01,0.414,0.381,0.447,2111
admin1,Idaho,2018-05-01,0.414,0.381,0.447,2111
admin1,Idaho,2018-09-01,0.067,0.051,0.083,2111
admin1,Idaho,2018-10-01,0.261,0.234,0.288,2111
admin1,Idaho,2018-11-01,0.337,0.306,0.368,2111
admin1,Idaho,2018-12-01,0.365,0.334,0.396,2111
admin1,Idaho,2019-01-01,0.397,0.377,0.417,5712
admin1,Idaho,2019-02-01,0.408,0.388,0.428,5712
admin1,Idaho,2019-03-01,0.413,0.393,0.433,5712
admin1,Idaho,2019-04-01,0.414,0.394,0.434,5712
admin1,Idaho,2019-05-01,0.414,0.394,0.434,5712
admin1,Idaho,2019-08-01,0.01,0.006,0.014,5712
admin1,Idaho,2019-09-01,0.07,0.062,0.078,5712
admin1,Idaho,2019-10-01,0.255,0.239,0.271,5712
admin1,Idaho,2019-11-01,0.342,0.324,0.36,5712
admin1,Idaho,2019-12-01,0.37,0.352,0.388,5712
admin1,Idaho,2020-01-01,0.39,0.372,0.408,4580
admin1,Idaho,2020-02-01,0.407,0.387,0.427,4580
admin1,Idaho,2020-03-01,0.422,0.402,0.442,4580
admin1,Idaho,2020-04-01,0.44,0.418,0.462,4580
admin1,Idaho,2020-05-01,0.456,0.432,0.48,4580
admin1,Idaho,2020-08-01,0.011,0.007,0.015,4580
admin1,Idaho,2020-09-01,0.088,0.078,0.098,4580
admin1,Idaho,2020-10-01,0.265,0.249,0.281,4580
admin1,Idaho,2020-11-01,0.337,0.319,0.355,4580
admin1,Idaho,2020-12-01,0.366,0.348,0.384,4580
admin1,Idaho,2021-01-01,0.366,0.348,0.384,4875
admin1,Idaho,2021-02-01,0.385,0.367,0.403,4875
admin1,Idaho,2021-03-01,0.396,0.376,0.416,4875
admin1,Idaho,2021-04-01,0.401,0.381,0.421,4875
admin1,Idaho,2021-05-01,0.408,0.386,0.43,4875
admin1,Idaho,2021-07-01,0.004,0.002,0.006,4875
admin1,Idaho,2021-08-01,0.014,0.01,0.018,4875
admin1,Idaho,2021-09-01,0.075,0.067,0.083,4875
admin1,Idaho,2021-10-01,0.228,0.214,0.242,4875
admin1,Idaho,2021-11-01,0.309,0.293,0.325,4875
admin1,Idaho,2021-12-01,0.344,0.326,0.362,4875
admin1,Idaho,2022-01-01,0.313,0.291,0.335,3666
admin1,Idaho,2022-02-01,0.329,0.305,0.353,3666
admin1,Idaho,2022-03-01,0.334,0.31,0.358,3666
admin1,Idaho,2022-04-01,0.338,0.314,0.362,3666
admin1,Idaho,2022-05-01,0.34,0.316,0.364,3666
admin1,Idaho,2022-08-01,0.012,0.008,0.016,3666
admin1,Idaho,2022-09-01,0.063,0.053,0.073,3666
admin1,Idaho,2022-10-01,0.212,0.194,0.23,3666
admin1,Idaho,2022-11-01,0.28,0.26,0.3,3666
admin1,Idaho,2022-12-01,0.294,0.272,0.316,3666
admin1,Illinois,2009-01-01,0.376,0.353,0.399,4757
admin1,Illinois,2009-02-01,0.379,0.356,0.402,4757
admin1,Illinois,2009-03-01,0.379,0.356,0.402,4757
admin1,Illinois,2009-04-01,0.382,0.359,0.405,4757
admin1,Illinois,2009-05-01,0.382,0.359,0.405,4757
admin1,Illinois,2009-08-01,0.006,0.003,0.009,4757
admin1,Illinois,2009-09-01,0.081,0.07,0.092,4757
admin1,Illinois,2009-10-01,0.245,0.228,0.262,4757
admin1,Illinois,2009-11-01,0.33,0.309,0.351,4757
admin1,Illinois,2009-12-01,0.36,0.337,0.383,4757
admin1,Illinois,2010-01-01,0.33,0.299,0.361,4443
admin1,Illinois,2010-02-01,0.345,0.314,0.376,4443
admin1,Illinois,2010-03-01,0.364,0.319,0.409,4443
admin1,Illinois,2010-04-01,0.364,0.319,0.409,4443
admin1,Illinois,2010-05-01,0.364,0.319,0.409,4443
admin1,Illinois,2010-08-01,0.012,0.006,0.018,4443
admin1,Illinois,2010-09-01,0.06,0.048,0.072,4443
admin1,Illinois,2010-10-01,0.211,0.189,0.233,4443
admin1,Illinois,2010-11-01,0.288,0.261,0.315,4443
admin1,Illinois,2010-12-01,0.315,0.286,0.344,4443
admin1,Illinois,2011-01-01,0.334,0.31,0.358,4348
admin1,Illinois,2011-02-01,0.343,0.319,0.367,4348
admin1,Illinois,2011-03-01,0.347,0.323,0.371,4348
admin1,Illinois,2011-04-01,0.348,0.324,0.372,4348
admin1,Illinois,2011-05-01,0.348,0.324,0.372,4348
admin1,Illinois,2011-08-01,0.009,0.005,0.013,4348
admin1,Illinois,2011-09-01,0.063,0.053,0.073,4348
admin1,Illinois,2011-10-01,0.23,0.212,0.248,4348
admin1,Illinois,2011-11-01,0.305,0.283,0.327,4348
admin1,Illinois,2011-12-01,0.323,0.301,0.345,4348
admin1,Illinois,2012-01-01,0.369,0.344,0.394,4065
admin1,Illinois,2012-02-01,0.384,0.357,0.411,4065
admin1,Illinois,2012-03-01,0.386,0.359,0.413,4065
admin1,Illinois,2012-04-01,0.388,0.361,0.415,4065
admin1,Illinois,2012-05-01,0.402,0.369,0.435,4065
admin1,Illinois,2012-08-01,0.008,0.004,0.012,4065
admin1,Illinois,2012-09-01,0.066,0.054,0.078,4065
admin1,Illinois,2012-10-01,0.224,0.206,0.242,4065
admin1,Illinois,2012-11-01,0.307,0.285,0.329,4065
admin1,Illinois,2012-12-01,0.339,0.315,0.363,4065
admin1,Illinois,2013-01-01,0.384,0.36,0.408,4081
admin1,Illinois,2013-02-01,0.396,0.372,0.42,4081
admin1,Illinois,2013-03-01,0.402,0.377,0.427,4081
admin1,Illinois,2013-04-01,0.403,0.378,0.428,4081
admin1,Illinois,2013-05-01,0.403,0.378,0.428,4081
admin1,Illinois,2013-08-01,0.009,0.005,0.013,4081
admin1,Illinois,2013-09-01,0.074,0.064,0.084,4081
admin1,Illinois,2013-10-01,0.248,0.23,0.266,4081
admin1,Illinois,2013-11-01,0.323,0.303,0.343,4081
admin1,Illinois,2013-12-01,0.355,0.333,0.377,4081
admin1,Illinois,2014-01-01,0.364,0.342,0.386,4176
admin1,Illinois,2014-02-01,0.378,0.356,0.4,4176
admin1,Illinois,2014-03-01,0.387,0.365,0.409,4176
admin1,Illinois,2014-04-01,0.387,0.365,0.409,4176
admin1,Illinois,2014-05-01,0.387,0.365,0.409,4176
admin1,Illinois,2014-08-01,0.013,0.009,0.017,4176
admin1,Illinois,2014-09-01,0.07,0.06,0.08,4176
admin1,Illinois,2014-10-01,0.235,0.217,0.253,4176
admin1,Illinois,2014-11-01,0.312,0.292,0.332,4176
admin1,Illinois,2014-12-01,0.346,0.326,0.366,4176
admin1,Illinois,2015-01-01,0.366,0.341,0.391,3506
admin1,Illinois,2015-02-01,0.38,0.355,0.405,3506
admin1,Illinois,2015-03-01,0.386,0.361,0.411,3506
admin1,Illinois,2015-04-01,0.391,0.366,0.416,3506
admin1,Illinois,2015-05-01,0.393,0.366,0.42,3506
admin1,Illinois,2015-08-01,0.014,0.008,0.02,3506
admin1,Illinois,2015-09-01,0.072,0.062,0.082,3506
admin1,Illinois,2015-10-01,0.225,0.207,0.243,3506
admin1,Illinois,2015-11-01,0.315,0.291,0.339,3506
admin1,Illinois,2015-12-01,0.345,0.321,0.369,3506
admin1,Illinois,2016-01-01,0.368,0.339,0.397,2335
admin1,Illinois,2016-02-01,0.373,0.344,0.402,2335
admin1,Illinois,2016-03-01,0.379,0.348,0.41,2335
admin1,Illinois,2016-04-01,0.38,0.349,0.411,2335
admin1,Illinois,2016-05-01,0.38,0.349,0.411,2335
admin1,Illinois,2016-09-01,0.077,0.063,0.091,2335
admin1,Illinois,2016-10-01,0.246,0.222,0.27,2335
admin1,Illinois,2016-11-01,0.321,0.296,0.346,2335
admin1,Illinois,2016-12-01,0.35,0.323,0.377,2335
admin1,Illinois,2017-01-01,0.334,0.316,0.352,4288
admin1,Illinois,2017-02-01,0.342,0.322,0.362,4288
admin1,Illinois,2017-03-01,0.348,0.328,0.368,4288
admin1,Illinois,2017-04-01,0.356,0.336,0.376,4288
admin1,Illinois,2017-05-01,0.356,0.336,0.376,4288
admin1,Illinois,2017-08-01,0.015,0.011,0.019,4288
admin1,Illinois,2017-09-01,0.078,0.068,0.088,4288
admin1,Illinois,2017-10-01,0.225,0.209,0.241,4288
admin1,Illinois,2017-11-01,0.289,0.271,0.307,4288
admin1,Illinois,2017-12-01,0.313,0.295,0.331,4288
admin1,Illinois,2018-01-01,0.381,0.359,0.403,3901
admin1,Illinois,2018-02-01,0.399,0.375,0.423,3901
admin1,Illinois,2018-03-01,0.408,0.384,0.432,3901
admin1,Illinois,2018-04-01,0.413,0.389,0.437,3901
admin1,Illinois,2018-05-01,0.413,0.389,0.437,3901
admin1,Illinois,2018-08-01,0.018,0.012,0.024,3901
admin1,Illinois,2018-09-01,0.08,0.07,0.09,3901
admin1,Illinois,2018-10-01,0.238,0.22,0.256,3901
admin1,Illinois,2018-11-01,0.32,0.3,0.34,3901
admin1,Illinois,2018-12-01,0.353,0.331,0.375,3901
admin1,Illinois,2019-01-01,0.472,0.445,0.499,3015
admin1,Illinois,2019-02-01,0.485,0.458,0.512,3015
admin1,Illinois,2019-03-01,0.488,0.461,0.515,3015
admin1,Illinois,2019-04-01,0.498,0.467,0.529,3015
admin1,Illinois,2019-05-01,0.498,0.467,0.529,3015
admin1,Illinois,2019-08-01,0.011,0.007,0.015,3015
admin1,Illinois,2019-09-01,0.102,0.088,0.116,3015
admin1,Illinois,2019-10-01,0.334,0.31,0.358,3015
admin1,Illinois,2019-11-01,0.405,0.38,0.43,3015
admin1,Illinois,2019-12-01,0.447,0.42,0.474,3015
admin1,Illinois,2020-01-01,0.476,0.447,0.505,2461
admin1,Illinois,2020-02-01,0.484,0.455,0.513,2461
admin1,Illinois,2020-03-01,0.495,0.466,0.524,2461
admin1,Illinois,2020-04-01,0.519,0.48,0.558,2461
admin1,Illinois,2020-05-01,0.564,0.495,0.633,2461
admin1,Illinois,2020-07-01,0.004,0.002,0.006,2461
admin1,Illinois,2020-08-01,0.024,0.016,0.032,2461
admin1,Illinois,2020-09-01,0.137,0.121,0.153,2461
admin1,Illinois,2020-10-01,0.345,0.32,0.37,2461
admin1,Illinois,2020-11-01,0.427,0.4,0.454,2461
admin1,Illinois,2020-12-01,0.457,0.43,0.484,2461
admin1,Illinois,2021-01-01,0.431,0.406,0.456,2297
admin1,Illinois,2021-02-01,0.461,0.434,0.488,2297
admin1,Illinois,2021-03-01,0.476,0.449,0.503,2297
admin1,Illinois,2021-04-01,0.487,0.46,0.514,2297
admin1,Illinois,2021-05-01,0.504,0.473,0.535,2297
admin1,Illinois,2021-08-01,0.013,0.007,0.019,2297
admin1,Illinois,2021-09-01,0.086,0.072,0.1,2297
admin1,Illinois,2021-10-01,0.265,0.243,0.287,2297
admin1,Illinois,2021-11-01,0.369,0.344,0.394,2297
admin1,Illinois,2021-12-01,0.404,0.379,0.429,2297
admin1,Illinois,2022-01-01,0.439,0.414,0.464,2704
admin1,Illinois,2022-02-01,0.457,0.432,0.482,2704
admin1,Illinois,2022-03-01,0.466,0.441,0.491,2704
admin1,Illinois,2022-04-01,0.473,0.446,0.5,2704
admin1,Illinois,2022-05-01,0.483,0.456,0.51,2704
admin1,Illinois,2022-08-01,0.019,0.013,0.025,2704
admin1,Illinois,2022-09-01,0.102,0.088,0.116,2704
admin1,Illinois,2022-10-01,0.268,0.248,0.288,2704
admin1,Illinois,2022-11-01,0.367,0.343,0.391,2704
admin1,Illinois,2022-12-01,0.402,0.378,0.426,2704
admin1,Indiana,2009-01-01,0.392,0.375,0.409,7341
admin1,Indiana,2009-02-01,0.401,0.384,0.418,7341
admin1,Indiana,2009-03-01,0.406,0.388,0.424,7341
admin1,Indiana,2009-04-01,0.411,0.393,0.429,7341
admin1,Indiana,2009-05-01,0.411,0.393,0.429,7341
admin1,Indiana,2009-08-01,0.009,0.004,0.014,7341
admin1,Indiana,2009-09-01,0.081,0.072,0.09,7341
admin1,Indiana,2009-10-01,0.27,0.256,0.284,7341
admin1,Indiana,2009-11-01,0.357,0.341,0.373,7341
admin1,Indiana,2009-12-01,0.379,0.362,0.396,7341
admin1,Indiana,2010-01-01,0.361,0.341,0.381,8961
admin1,Indiana,2010-02-01,0.374,0.354,0.394,8961
admin1,Indiana,2010-03-01,0.377,0.357,0.397,8961
admin1,Indiana,2010-04-01,0.379,0.359,0.399,8961
admin1,Indiana,2010-05-01,0.379,0.359,0.399,8961
admin1,Indiana,2010-08-01,0.007,0.003,0.011,8961
admin1,Indiana,2010-09-01,0.049,0.041,0.057,8961
admin1,Indiana,2010-10-01,0.232,0.216,0.248,8961
admin1,Indiana,2010-11-01,0.323,0.305,0.341,8961
admin1,Indiana,2010-12-01,0.35,0.33,0.37,8961
admin1,Indiana,2011-01-01,0.362,0.344,0.38,6023
admin1,Indiana,2011-02-01,0.371,0.351,0.391,6023
admin1,Indiana,2011-03-01,0.375,0.355,0.395,6023
admin1,Indiana,2011-04-01,0.377,0.357,0.397,6023
admin1,Indiana,2011-05-01,0.377,0.357,0.397,6023
admin1,Indiana,2011-08-01,0.006,0.004,0.008,6023
admin1,Indiana,2011-09-01,0.064,0.056,0.072,6023
admin1,Indiana,2011-10-01,0.235,0.221,0.249,6023
admin1,Indiana,2011-11-01,0.326,0.308,0.344,6023
admin1,Indiana,2011-12-01,0.351,0.333,0.369,6023
admin1,Indiana,2012-01-01,0.366,0.35,0.382,8038
admin1,Indiana,2012-02-01,0.382,0.366,0.398,8038
admin1,Indiana,2012-03-01,0.386,0.37,0.402,8038
admin1,Indiana,2012-04-01,0.388,0.372,0.404,8038
admin1,Indiana,2012-05-01,0.388,0.372,0.404,8038
admin1,Indiana,2012-08-01,0.01,0.008,0.012,8038
admin1,Indiana,2012-09-01,0.061,0.055,0.067,8038
admin1,Indiana,2012-10-01,0.223,0.211,0.235,8038
admin1,Indiana,2012-11-01,0.307,0.293,0.321,8038
admin1,Indiana,2012-12-01,0.339,0.325,0.353,8038
admin1,Indiana,2013-01-01,0.363,0.347,0.379,7737
admin1,Indiana,2013-02-01,0.374,0.358,0.39,7737
admin1,Indiana,2013-03-01,0.38,0.364,0.396,7737
admin1,Indiana,2013-04-01,0.381,0.365,0.397,7737
admin1,Indiana,2013-05-01,0.386,0.368,0.404,7737
admin1,Indiana,2013-08-01,0.008,0.006,0.01,7737
admin1,Indiana,2013-09-01,0.06,0.054,0.066,7737
admin1,Indiana,2013-10-01,0.232,0.22,0.244,7737
admin1,Indiana,2013-11-01,0.318,0.304,0.332,7737
admin1,Indiana,2013-12-01,0.341,0.325,0.357,7737
admin1,Indiana,2014-01-01,0.405,0.38,0.43,6554
admin1,Indiana,2014-02-01,0.418,0.391,0.445,6554
admin1,Indiana,2014-03-01,0.42,0.393,0.447,6554
admin1,Indiana,2014-04-01,0.421,0.394,0.448,6554
admin1,Indiana,2014-05-01,0.421,0.394,0.448,6554
admin1,Indiana,2014-08-01,0.009,0.005,0.013,6554
admin1,Indiana,2014-09-01,0.062,0.054,0.07,6554
admin1,Indiana,2014-10-01,0.251,0.233,0.269,6554
admin1,Indiana,2014-11-01,0.354,0.334,0.374,6554
admin1,Indiana,2014-12-01,0.382,0.358,0.406,6554
admin1,Indiana,2015-01-01,0.385,0.365,0.405,4822
admin1,Indiana,2015-02-01,0.397,0.377,0.417,4822
admin1,Indiana,2015-03-01,0.401,0.381,0.421,4822
admin1,Indiana,2015-04-01,0.405,0.385,0.425,4822
admin1,Indiana,2015-05-01,0.407,0.387,0.427,4822
admin1,Indiana,2015-08-01,0.011,0.007,0.015,4822
admin1,Indiana,2015-09-01,0.063,0.055,0.071,4822
admin1,Indiana,2015-10-01,0.232,0.218,0.246,4822
admin1,Indiana,2015-11-01,0.337,0.319,0.355,4822
admin1,Indiana,2015-12-01,0.366,0.348,0.384,4822
admin1,Indiana,2016-01-01,0.372,0.356,0.388,9035
admin1,Indiana,2016-02-01,0.387,0.371,0.403,9035
admin1,Indiana,2016-03-01,0.393,0.377,0.409,9035
admin1,Indiana,2016-04-01,0.398,0.382,0.414,9035
admin1,Indiana,2016-05-01,0.402,0.386,0.418,9035
admin1,Indiana,2016-08-01,0.011,0.009,0.013,9035
admin1,Indiana,2016-09-01,0.072,0.066,0.078,9035
admin1,Indiana,2016-10-01,0.238,0.226,0.25,9035
admin1,Indiana,2016-11-01,0.324,0.31,0.338,9035
admin1,Indiana,2016-12-01,0.349,0.335,0.363,9035
admin1,Indiana,2017-01-01,0.304,0.288,0.32,7856
admin1,Indiana,2017-02-01,0.313,0.297,0.329,7856
admin1,Indiana,2017-03-01,0.322,0.304,0.34,7856
admin1,Indiana,2017-04-01,0.326,0.308,0.344,7856
admin1,Indiana,2017-05-01,0.326,0.308,0.344,7856
admin1,Indiana,2017-08-01,0.011,0.007,0.015,7856
admin1,Indiana,2017-09-01,0.067,0.059,0.075,7856
admin1,Indiana,2017-10-01,0.199,0.187,0.211,7856
admin1,Indiana,2017-11-01,0.263,0.249,0.277,7856
admin1,Indiana,2017-12-01,0.284,0.268,0.3,7856
admin1,Indiana,2018-01-01,0.42,0.404,0.436,6721
admin1,Indiana,2018-02-01,0.437,0.419,0.455,6721
admin1,Indiana,2018-03-01,0.447,0.429,0.465,6721
admin1,Indiana,2018-04-01,0.453,0.435,0.471,6721
admin1,Indiana,2018-05-01,0.453,0.435,0.471,6721
admin1,Indiana,2018-07-01,0.001,0.001,0.001,6721
admin1,Indiana,2018-08-01,0.013,0.009,0.017,6721
admin1,Indiana,2018-09-01,0.076,0.068,0.084,6721
admin1,Indiana,2018-10-01,0.248,0.236,0.26,6721
admin1,Indiana,2018-11-01,0.346,0.33,0.362,6721
admin1,Indiana,2018-12-01,0.389,0.373,0.405,6721
admin1,Indiana,2019-01-01,0.456,0.44,0.472,6797
admin1,Indiana,2019-02-01,0.476,0.46,0.492,6797
admin1,Indiana,2019-03-01,0.479,0.463,0.495,6797
admin1,Indiana,2019-04-01,0.48,0.464,0.496,6797
admin1,Indiana,2019-05-01,0.48,0.464,0.496,6797
admin1,Indiana,2019-08-01,0.015,0.011,0.019,6797
admin1,Indiana,2019-09-01,0.087,0.079,0.095,6797
admin1,Indiana,2019-10-01,0.294,0.28,0.308,6797
admin1,Indiana,2019-11-01,0.39,0.374,0.406,6797
admin1,Indiana,2019-12-01,0.429,0.413,0.445,6797
admin1,Indiana,2020-01-01,0.428,0.412,0.444,6969
admin1,Indiana,2020-02-01,0.449,0.433,0.465,6969
admin1,Indiana,2020-03-01,0.468,0.452,0.484,6969
admin1,Indiana,2020-04-01,0.482,0.464,0.5,6969
admin1,Indiana,2020-05-01,0.491,0.473,0.509,6969
admin1,Indiana,2020-07-01,0.004,0.002,0.006,6969
admin1,Indiana,2020-08-01,0.018,0.014,0.022,6969
admin1,Indiana,2020-09-01,0.107,0.099,0.115,6969
admin1,Indiana,2020-10-01,0.304,0.29,0.318,6969
admin1,Indiana,2020-11-01,0.383,0.367,0.399,6969
admin1,Indiana,2020-12-01,0.403,0.387,0.419,6969
admin1,Indiana,2021-01-01,0.453,0.437,0.469,6538
admin1,Indiana,2021-02-01,0.473,0.455,0.491,6538
admin1,Indiana,2021-03-01,0.486,0.468,0.504,6538
admin1,Indiana,2021-04-01,0.493,0.475,0.511,6538
